,Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Overtime,FTR,Situation,Min,Period,Quarter,Year
496,Messi,11/12,LaLiga,32,07-04-2012,A,FC Barcelona,Real Zaragoza,1-4,CF,39,1-2,Left-footed shot,Alexis Sanchez,0,A,Adelantar,39,1st,Q3 1st,12
497,Messi,11/12,LaLiga,33,10-04-2012,H,FC Barcelona,Getafe CF,4-0,CF,44,2-0,Left-footed shot,Andres Iniesta,0,H,Ampliar,44,1st,Q3 1st,12
498,CR7,11/12,LaLiga,33,11-04-2012,A,Real Madrid,Atletico de Madrid,1-4,LW,24,0-1,Direct free kick,,0,A,Adelantar,24,1st,Q2 1st,12
499,CR7,11/12,LaLiga,33,11-04-2012,A,Real Madrid,Atletico de Madrid,1-4,LW,67,1-2,Long distance kick,,0,A,Adelantar,67,2nd,Q2 2nd,12
500,CR7,11/12,LaLiga,33,11-04-2012,A,Real Madrid,Atletico de Madrid,1-4,LW,82,1-3,Penalty,,0,A,Ampliar,82,2nd,Q3 2nd,12
501,Messi,11/12,LaLiga,34,14-04-2012,A,FC Barcelona,Levante UD,1-2,CF,64,1-1,Left-footed shot,Alexis Sanchez,0,A,Empatar,64,2nd,Q2 2nd,12
502,CR7,11/12,LaLiga,34,14-04-2012,H,Real Madrid,Sporting GijÃ³n,3-1,LW,74,2-1,Header,Angel Di Maria,0,H,Adelantar,74,2nd,Q2 2nd,12
503,Messi,11/12,LaLiga,34,14-04-2012,A,FC Barcelona,Levante UD,1-2,CF,73,1-2,Penalty,,0,A,Adelantar,73,2nd,Q2 2nd,12
504,CR7,11/12,LaLiga,35,21-04-2012,A,Real Madrid,FC Barcelona,1-2,LW,73,1-2,Right-footed shot,Mesut Ozil,0,A,Adelantar,73,2nd,Q2 2nd,12
505,CR7,11/12,UEFA Champions League,Semi-Finals,25-04-2012,H,Real Madrid,Bayern Munich,3-4 ,LW,6,1-0,Penalty,,1,A,Adelantar,6,1st,Q1 1st,12
506,CR7,11/12,UEFA Champions League,Semi-Finals,25-04-2012,H,Real Madrid,Bayern Munich,3-4 ,LW,14,2-0,Right-footed shot,Mesut Ozil,1,A,Ampliar,14,1st,Q1 1st,12
507,Messi,11/12,LaLiga,36,29-04-2012,A,FC Barcelona,Rayo Vallecano,0-7,CF,16,0-1,Left-footed shot,Pedro,0,A,Adelantar,16,1st,Q2 1st,12
508,CR7,11/12,LaLiga,36,29-04-2012,H,Real Madrid,Sevilla FC,3-0,LW,19,1-0,Right-footed shot,Karim Benzema,0,H,Adelantar,19,1st,Q2 1st,12
509,Messi,11/12,LaLiga,36,29-04-2012,A,FC Barcelona,Rayo Vallecano,0-7,CF,88,0-7,Left-footed shot,Pedro,0,A,Ampliar,88,2nd,Q3 2nd,12
510,Messi,11/12,LaLiga,20,02-05-2012,H,FC Barcelona,Malaga CF,4-1,CF,34,2-1,Penalty,,0,H,Adelantar,34,1st,Q3 1st,12
511,CR7,11/12,LaLiga,20,02-05-2012,A,Real Madrid,Athletic Bilbao,0-3,LW,49,0-3,Header,Xabi Alonso,0,A,Ampliar,49,2nd,Q1 2nd,12
512,Messi,11/12,LaLiga,20,02-05-2012,H,FC Barcelona,Malaga CF,4-1,CF,60,3-1,Penalty,,0,H,Ampliar,60,2nd,Q1 2nd,12
513,Messi,11/12,LaLiga,20,02-05-2012,H,FC Barcelona,Malaga CF,4-1,CF,63,4-1,Left-footed shot,Andres Iniesta,0,H,Ampliar,63,2nd,Q2 2nd,12
514,CR7,11/12,LaLiga,37,05-05-2012,A,Real Madrid,Granada CF,1-2,LW,81,1-1,Penalty,,0,A,Empatar,81,2nd,Q3 2nd,12
515,Messi,11/12,LaLiga,37,05-05-2012,H,FC Barcelona,RCD Espanyol Barcelona,4-0,CF,63,2-0,Penalty,,0,H,Ampliar,63,2nd,Q2 2nd,12
516,Messi,11/12,LaLiga,37,05-05-2012,H,FC Barcelona,RCD Espanyol Barcelona,4-0,CF,11,1-0,Direct free kick,,0,H,Adelantar,11,1st,Q1 1st,12
517,Messi,11/12,LaLiga,37,05-05-2012,H,FC Barcelona,RCD Espanyol Barcelona,4-0,CF,73,3-0,Left-footed shot,Adriano,0,H,Ampliar,73,2nd,Q2 2nd,12
518,Messi,11/12,LaLiga,37,05-05-2012,H,FC Barcelona,RCD Espanyol Barcelona,4-0,CF,78,4-0,Penalty,,0,H,Ampliar,78,2nd,Q3 2nd,12
519,CR7,11/12,LaLiga,38,13-05-2012,H,Real Madrid,RCD Mallorca,4-1,LW,18,1-0,Header,Marcelo,0,H,Adelantar,18,1st,Q2 1st,12
520,Messi,11/12,Copa del Rey,Final,25-05-2012,H,FC Barcelona,Athletic Bilbao,3-0,CF,20,2-0,Right-footed shot,Andres Iniesta,0,H,Ampliar,20,1st,Q2 1st,12
521,Messi,12/13,LaLiga,1,19-08-2012,H,FC Barcelona,Real Sociedad,5-1,CF,15,3-1,Left-footed shot,Cristian Tello,0,H,Ampliar,15,1st,Q1 1st,13
522,Messi,12/13,LaLiga,1,19-08-2012,H,FC Barcelona,Real Sociedad,5-1,CF,10,2-1,Left-footed shot,Pedro,0,H,Adelantar,10,1st,Q1 1st,13
523,CR7,12/13,Supercopa de España,Final,23-08-2012,A,Real Madrid,FC Barcelona,3-2,LW,55,0-1,Header,Mesut Ozil,0,H,Adelantar,55,2nd,Q1 2nd,13
524,Messi,12/13,Supercopa de España,Final,23-08-2012,H,FC Barcelona,Real Madrid,3-2,CF,60,2-1,Penalty,,0,H,Adelantar,60,2nd,Q1 2nd,13
525,Messi,12/13,LaLiga,2,26-08-2012,A,FC Barcelona,CA Osasuna,1-2,CF,79,1-2,Left-footed shot,Jordi Alba,0,A,Adelantar,79,2nd,Q3 2nd,13
526,Messi,12/13,LaLiga,2,26-08-2012,A,FC Barcelona,CA Osasuna,1-2,CF,74,1-1,Left-footed shot,Alexis Sanchez,0,A,Empatar,74,2nd,Q2 2nd,13
527,Messi,12/13,Supercopa de España,Final,29-08-2012,A,FC Barcelona,Real Madrid,2-1,CF,45,2-1,Direct free kick,,0,H,Recortar,45,1st,Q3 1st,13
528,CR7,12/13,Supercopa de España,Final,29-08-2012,H,Real Madrid,FC Barcelona,2-1,LW,19,2-0,Right-footed shot,Sami Khedira,0,H,Ampliar,19,1st,Q2 1st,13
529,CR7,12/13,LaLiga,3,02-09-2012,H,Real Madrid,Granada CF,3-0,LW,25,1-0,Right-footed shot,Jose CallejÃ³n,0,H,Adelantar,25,1st,Q2 1st,13
530,CR7,12/13,LaLiga,3,02-09-2012,H,Real Madrid,Granada CF,3-0,LW,53,2-0,Left-footed shot,,0,H,Ampliar,53,2nd,Q1 2nd,13
531,Messi,12/13,LaLiga,4,15-09-2012,A,FC Barcelona,Getafe CF,1-4,CF,78,0-3,Left-footed shot,Pedro,0,A,Ampliar,78,2nd,Q3 2nd,13
532,Messi,12/13,LaLiga,4,15-09-2012,A,FC Barcelona,Getafe CF,1-4,CF,74,0-2,Penalty,,0,A,Ampliar,74,2nd,Q2 2nd,13
533,CR7,12/13,UEFA Champions League,Group Stage,18-09-2012,H,Real Madrid,Manchester City,3-2,LW,90,3-2,Right-footed shot,Marcelo,0,H,Adelantar,90,2nd,Q3 2nd,13
534,Messi,12/13,UEFA Champions League,Group Stage,19-09-2012,H,FC Barcelona,Spartak Moscow,3-2,CF,80,3-2,Header,Alexis Sanchez,0,H,Adelantar,80,2nd,Q3 2nd,13
535,Messi,12/13,UEFA Champions League,Group Stage,19-09-2012,H,FC Barcelona,Spartak Moscow,3-2,CF,71,2-2,Left-footed shot,Cristian Tello,0,H,Empatar,71,2nd,Q2 2nd,13
536,CR7,12/13,LaLiga,5,24-09-2012,A,Real Madrid,Rayo Vallecano,0-2,LW,69,0-2,Penalty,,0,A,Ampliar,69,2nd,Q2 2nd,13
537,CR7,12/13,LaLiga,6,30-09-2012,H,Real Madrid,Deportivo de La CoruÃ±a,5-1,LW,23,1-1,Penalty,,0,H,Empatar,23,1st,Q2 1st,13
538,CR7,12/13,LaLiga,6,30-09-2012,H,Real Madrid,Deportivo de La CoruÃ±a,5-1,LW,44,3-1,Header,Sergio Ramos,0,H,Ampliar,44,1st,Q3 1st,13
539,CR7,12/13,LaLiga,6,30-09-2012,H,Real Madrid,Deportivo de La CoruÃ±a,5-1,LW,84,5-1,Penalty,,0,H,Ampliar,84,2nd,Q3 2nd,13
540,CR7,12/13,UEFA Champions League,Group Stage,03-10-2012,A,Real Madrid,Ajax Amsterdam,1-4,LW,81,1-4,Left-footed shot,Sami Khedira,0,A,Ampliar,81,2nd,Q3 2nd,13
541,CR7,12/13,UEFA Champions League,Group Stage,03-10-2012,A,Real Madrid,Ajax Amsterdam,1-4,LW,42,0-1,Right-footed shot,Karim Benzema,0,A,Adelantar,42,1st,Q3 1st,13
542,CR7,12/13,UEFA Champions League,Group Stage,03-10-2012,A,Real Madrid,Ajax Amsterdam,1-4,LW,79,1-3,Right-footed shot,Karim Benzema,0,A,Ampliar,79,2nd,Q3 2nd,13
543,CR7,12/13,LaLiga,7,07-10-2012,A,Real Madrid,FC Barcelona,2-2,LW,66,2-2,Right-footed shot,Mesut Ozil,0,D,Empatar,66,2nd,Q2 2nd,13
544,CR7,12/13,LaLiga,7,07-10-2012,A,Real Madrid,FC Barcelona,2-2,LW,22,0-1,Left-footed shot,Karim Benzema,0,D,Adelantar,22,1st,Q2 1st,13
545,Messi,12/13,LaLiga,7,07-10-2012,H,FC Barcelona,Real Madrid,2-2,CF,60,2-1,Direct free kick,,0,D,Adelantar,60,2nd,Q1 2nd,13
546,Messi,12/13,LaLiga,7,07-10-2012,H,FC Barcelona,Real Madrid,2-2,CF,31,1-1,Left-footed shot,,0,D,Empatar,31,1st,Q3 1st,13
547,Messi,12/13,LaLiga,8,20-10-2012,A,FC Barcelona,Deportivo de La Coruaa,4-5,CF,76,3-5,Left-footed shot,Xavi,0,A,Ampliar,76,2nd,Q3 2nd,13
548,Messi,12/13,LaLiga,8,20-10-2012,A,FC Barcelona,Deportivo de La Coruaa,4-5,CF,17,0-3,Left-footed shot,Cesc Fabregas,0,A,Ampliar,17,1st,Q2 1st,13
549,CR7,12/13,LaLiga,8,20-10-2012,H,Real Madrid,Celta de Vigo,2-0,LW,67,2-0,Penalty,,0,H,Ampliar,67,2nd,Q2 2nd,13
550,Messi,12/13,LaLiga,8,20-10-2012,A,FC Barcelona,Deportivo de La Coruaa,4-5,CF,43,2-4,Left-footed shot,Cesc Fabregas,0,A,Ampliar,43,1st,Q3 1st,13
551,CR7,12/13,UEFA Champions League,Group Stage,24-10-2012,A,Real Madrid,Borussia Dortmund,2-1,LW,38,1-1,Right-footed shot,Mesut Ozil,0,H,Empatar,38,1st,Q3 1st,13
552,Messi,12/13,LaLiga,9,27-10-2012,A,FC Barcelona,Rayo Vallecano,0-5,CF,89,0-5,Right-footed shot,Cesc Fabregas,0,A,Ampliar,89,2nd,Q3 2nd,13
553,Messi,12/13,LaLiga,9,27-10-2012,A,FC Barcelona,Rayo Vallecano,0-5,CF,48,0-2,Left-footed shot,Marta Montoya,0,A,Ampliar,48,2nd,Q1 2nd,13
554,CR7,12/13,LaLiga,9,28-10-2012,A,Real Madrid,RCD Mallorca,0-5,LW,73,0-4,Right-footed shot,Gonzalo Higuain,0,A,Ampliar,73,2nd,Q2 2nd,13
555,CR7,12/13,LaLiga,9,28-10-2012,A,Real Madrid,RCD Mallorca,0-5,LW,22,0-2,Right-footed shot,Gonzalo Higuain,0,A,Ampliar,22,1st,Q2 1st,13
556,Messi,12/13,UEFA Champions League,Group Stage,07-11-2012,A,FC Barcelona,Celtic FC,2-1,CF,90+1,2-1,Tap-in,,0,H,Recortar,90,2nd,Q3 2nd,13
557,CR7,12/13,LaLiga,11,11-11-2012,A,Real Madrid,Levante UD,1-2,CF,20,0-1,Right-footed shot,,0,A,Adelantar,20,1st,Q2 1st,13
558,Messi,12/13,LaLiga,11,11-11-2012,A,FC Barcelona,RCD Mallorca,2-4,CF,43,0-2,Left-footed shot,Sergio Busquets,0,A,Ampliar,43,1st,Q3 1st,13
559,Messi,12/13,LaLiga,11,11-11-2012,A,FC Barcelona,RCD Mallorca,2-4,CF,70,2-4,Left-footed shot,Alexis Sanchez,0,A,Ampliar,70,2nd,Q2 2nd,13
560,Messi,12/13,LaLiga,12,17-11-2012,H,FC Barcelona,Real Zaragoza,3-1,CF,15,1-0,Left-footed shot,Jordi Alba,0,H,Adelantar,15,1st,Q1 1st,13
561,Messi,12/13,LaLiga,12,17-11-2012,H,FC Barcelona,Real Zaragoza,3-1,CF,60,3-1,Left-footed shot,Marta Montoya,0,H,Ampliar,60,2nd,Q1 2nd,13
562,Messi,12/13,UEFA Champions League,Group Stage,20-11-2012,A,FC Barcelona,Spartak Moscow,0-3,CF,39,0-3,Left-footed shot,Pedro,0,A,Ampliar,39,1st,Q3 1st,13
563,Messi,12/13,UEFA Champions League,Group Stage,20-11-2012,A,FC Barcelona,Spartak Moscow,0-3,CF,27,0-2,Right-footed shot,,0,A,Ampliar,27,1st,Q2 1st,13
564,Messi,12/13,LaLiga,13,25-11-2012,A,FC Barcelona,Levante UD,0-4,CF,46,0-1,Left-footed shot,Andres Iniesta,0,A,Adelantar,46,2nd,Q1 2nd,13
565,Messi,12/13,LaLiga,13,25-11-2012,A,FC Barcelona,Levante UD,0-4,CF,51,0-2,Left-footed shot,Andres Iniesta,0,A,Ampliar,51,2nd,Q1 2nd,13
566,CR7,12/13,LaLiga,14,01-12-2012,H,Real Madrid,Atletico de Madrid,2-0,LW,16,1-0,Direct free kick,,0,H,Adelantar,16,1st,Q2 1st,13
567,Messi,12/13,LaLiga,14,01-12-2012,H,FC Barcelona,Athletic Bilbao,5-1,CF,24,2-0,Left-footed shot,Xavi,0,H,Ampliar,24,1st,Q2 1st,13
568,Messi,12/13,LaLiga,14,01-12-2012,H,FC Barcelona,Athletic Bilbao,5-1,CF,69,5-1,Right-footed shot,Pedro,0,H,Ampliar,69,2nd,Q2 2nd,13
569,CR7,12/13,UEFA Champions League,Group Stage,04-12-2012,H,Real Madrid,Ajax Amsterdam,4-1,LW,13,1-0,Right-footed shot,Karim Benzema,0,H,Adelantar,13,1st,Q1 1st,13
570,Messi,12/13,LaLiga,15,09-12-2012,A,FC Barcelona,Real Betis Balompie,1-2,CF,25,0-2,Left-footed shot,Andres Iniesta,0,A,Ampliar,25,1st,Q2 1st,13
571,Messi,12/13,LaLiga,15,09-12-2012,A,FC Barcelona,Real Betis Balompie,1-2,CF,16,0-1,Left-footed shot,Andres Iniesta,0,A,Adelantar,16,1st,Q2 1st,13
572,CR7,12/13,Copa del Rey,Round of 16,12-12-2012,A,Real Madrid,Celta de Vigo,2-1,LW,87,2-1,Left-footed shot,Xabi Alonso,0,H,Recortar,87,2nd,Q3 2nd,13
573,Messi,12/13,Copa del Rey,Round of 16,12-12-2012,A,FC Barcelona,CÃ³rdoba CF,0-2,CF,73,0-2,Left-footed shot,Alexis Sanchez,0,A,Ampliar,73,2nd,Q2 2nd,13
574,Messi,12/13,Copa del Rey,Round of 16,12-12-2012,A,FC Barcelona,CÃ³rdoba CF,0-2,CF,10,0-1,Left-footed shot,David Villa,0,A,Adelantar,10,1st,Q1 1st,13
575,Messi,12/13,LaLiga,16,16-12-2012,H,FC Barcelona,Atletico de Madrid,4-1,CF,88,4-1,Left-footed shot,,0,H,Ampliar,88,2nd,Q3 2nd,13
576,Messi,12/13,LaLiga,16,16-12-2012,H,FC Barcelona,Atletico de Madrid,4-1,CF,58,3-1,Left-footed shot,Alexis Sanchez,0,H,Ampliar,58,2nd,Q1 2nd,13
577,CR7,12/13,LaLiga,16,16-12-2012,H,Real Madrid,RCD Espanyol Barcelona,2-2,CF,45,1-1,Right-footed shot,Sami Khedira,0,D,Empatar,45,1st,Q3 1st,13
578,Messi,12/13,LaLiga,17,22-12-2012,A,FC Barcelona,Real Valladolid CF,1-3,CF,59,0-2,Left-footed shot,Xavi,0,A,Ampliar,59,2nd,Q1 2nd,13
579,Messi,12/13,LaLiga,18,06-01-2013,H,FC Barcelona,RCD Espanyol Barcelona,4-0,CF,28,4-0,Penalty,,0,H,Ampliar,28,1st,Q2 1st,13
580,CR7,12/13,LaLiga,18,06-01-2013,H,Real Madrid,Real Sociedad,4-3,LW,70,4-2,Direct free kick,,0,H,Ampliar,70,2nd,Q2 2nd,13
581,CR7,12/13,LaLiga,18,06-01-2013,H,Real Madrid,Real Sociedad,4-3,LW,67,3-2,Left-footed shot,Karim Benzema,0,H,Adelantar,67,2nd,Q2 2nd,13
582,CR7,12/13,Copa del Rey,Round of 16,09-01-2013,H,Real Madrid,Celta de Vigo,4-0,LW,87,3-0,Left-footed shot,Gonzalo Higuain,0,H,Ampliar,87,2nd,Q3 2nd,13
583,CR7,12/13,Copa del Rey,Round of 16,09-01-2013,H,Real Madrid,Celta de Vigo,4-0,LW,2,1-0,Right-footed shot,alvaro Arbeloa,0,H,Adelantar,2,1st,Q1 1st,13
584,CR7,12/13,Copa del Rey,Round of 16,09-01-2013,H,Real Madrid,Celta de Vigo,4-0,LW,24,2-0,Left-footed shot,Luka Modric,0,H,Ampliar,24,1st,Q2 1st,13
585,Messi,12/13,LaLiga,19,13-01-2013,A,FC Barcelona,Malaga CF,1-3,CF,26,0-1,Right-footed shot,,0,A,Adelantar,26,1st,Q2 1st,13
586,Messi,12/13,Copa del Rey,Quarter-Finals,16-01-2013,H,FC Barcelona,Malaga CF,2-2,CF,29,1-1,Left-footed shot,,0,D,Empatar,29,1st,Q2 1st,13
587,Messi,12/13,LaLiga,20,19-01-2013,A,FC Barcelona,Real Sociedad,3-2,CF,6,0-1,Left-footed shot,Andres Iniesta,0,H,Adelantar,6,1st,Q1 1st,13
588,CR7,12/13,LaLiga,20,20-01-2013,A,Real Madrid,Valencia CF,0-5,LW,41,0-4,Right-footed shot,Mesut Ozil,0,A,Ampliar,41,1st,Q3 1st,13
589,CR7,12/13,LaLiga,20,20-01-2013,A,Real Madrid,Valencia CF,0-5,LW,35,0-3,Left-footed shot,Fabio CoentrÃ£o,0,A,Ampliar,35,1st,Q3 1st,13
590,Messi,12/13,Copa del Rey,Quarter-Finals,24-01-2013,A,FC Barcelona,Malaga CF,2-4,CF,79,2-4,Header,Dani Alves,0,A,Ampliar,79,2nd,Q3 2nd,13
591,Messi,12/13,LaLiga,21,27-01-2013,H,FC Barcelona,CA Osasuna,5-1,CF,28,2-1,Penalty,,0,H,Adelantar,28,1st,Q2 1st,13
592,Messi,12/13,LaLiga,21,27-01-2013,H,FC Barcelona,CA Osasuna,5-1,CF,56,4-1,Left-footed shot,David Villa,0,H,Ampliar,56,2nd,Q1 2nd,13
593,Messi,12/13,LaLiga,21,27-01-2013,H,FC Barcelona,CA Osasuna,5-1,CF,58,5-1,Left-footed shot,Adriano,0,H,Ampliar,58,2nd,Q1 2nd,13
594,CR7,12/13,LaLiga,21,27-01-2013,H,Real Madrid,Getafe CF,4-0,LW,62,2-0,Left-footed shot,Mesut Ozil,0,H,Ampliar,62,2nd,Q2 2nd,13
595,CR7,12/13,LaLiga,21,27-01-2013,H,Real Madrid,Getafe CF,4-0,LW,65,3-0,Header,Angel Di Maria,0,H,Ampliar,65,2nd,Q2 2nd,13
596,CR7,12/13,LaLiga,21,27-01-2013,H,Real Madrid,Getafe CF,4-0,LW,72,4-0,Penalty,,0,H,Ampliar,72,2nd,Q2 2nd,13
597,Messi,12/13,LaLiga,21,27-01-2013,H,FC Barcelona,CA Osasuna,5-1,CF,11,1-0,Right-footed shot,Xavi,0,H,Adelantar,11,1st,Q1 1st,13
598,Messi,12/13,LaLiga,22,03-02-2013,A,FC Barcelona,Valencia CF,1-1,CF,39,1-1,Penalty,,0,D,Empatar,39,1st,Q3 1st,13
599,CR7,12/13,LaLiga,23,09-02-2013,H,Real Madrid,Sevilla FC,4-1,LW,26,2-0,Left-footed shot,Kaka,0,H,Ampliar,26,1st,Q2 1st,13
600,CR7,12/13,LaLiga,23,09-02-2013,H,Real Madrid,Sevilla FC,4-1,LW,46,3-0,Left-footed shot,alvaro Arbeloa,0,H,Ampliar,46,2nd,Q1 2nd,13
601,CR7,12/13,LaLiga,23,09-02-2013,H,Real Madrid,Sevilla FC,4-1,LW,59,4-0,Right-footed shot,Gonzalo Higuain,0,H,Ampliar,59,2nd,Q1 2nd,13
602,Messi,12/13,LaLiga,23,10-02-2013,H,FC Barcelona,Getafe CF,6-1,CF,13,2-0,Left-footed shot,Thiago,0,H,Ampliar,13,1st,Q1 1st,13
603,CR7,12/13,UEFA Champions League,Round of 16,13-02-2013,H,Real Madrid,Manchester United,1-1,LW,30,1-1,Header,Angel Di Maria,0,D,Empatar,30,1st,Q2 1st,13
604,Messi,12/13,LaLiga,24,16-02-2013,A,FC Barcelona,Granada CF,1-2,CF,72,1-2,Direct free kick,,0,A,Adelantar,72,2nd,Q2 2nd,13
605,Messi,12/13,LaLiga,24,16-02-2013,A,FC Barcelona,Granada CF,1-2,CF,49,1-1,Left-footed shot,,0,A,Empatar,49,2nd,Q1 2nd,13
606,Messi,12/13,LaLiga,25,23-02-2013,H,FC Barcelona,Sevilla FC,2-1,CF,60,2-1,Left-footed shot,Cristian Tello,0,H,Adelantar,60,2nd,Q1 2nd,13
607,CR7,12/13,Copa del Rey,Semi-Finals,26-02-2013,A,Real Madrid,FC Barcelona,1-3,LW,12,0-1,Penalty,,0,A,Adelantar,12,1st,Q1 1st,13
608,CR7,12/13,Copa del Rey,Semi-Finals,26-02-2013,A,Real Madrid,FC Barcelona,1-3,LW,57,0-2,Left-footed shot,,0,A,Ampliar,57,2nd,Q1 2nd,13
609,Messi,12/13,LaLiga,26,02-03-2013,A,FC Barcelona,Real Madrid,2-1,CF,18,1-1,Left-footed shot,Dani Alves,0,H,Empatar,18,1st,Q2 1st,13
610,CR7,12/13,UEFA Champions League,Round of 16,05-03-2013,A,Real Madrid,Manchester United,1-2,LW,69,1-2,Right-footed shot,Gonzalo Higuain,0,A,Adelantar,69,2nd,Q2 2nd,13
611,Messi,12/13,LaLiga,27,09-03-2013,H,FC Barcelona,Deportivo de La Coruaa,2-0,CF,88,2-0,Left-footed shot,Alexis Sanchez,0,H,Ampliar,88,2nd,Q3 2nd,13
612,CR7,12/13,LaLiga,27,10-03-2013,A,Real Madrid,Celta de Vigo,1-2,LW,71,1-2,Penalty,,0,A,Adelantar,71,2nd,Q2 2nd,13
613,CR7,12/13,LaLiga,27,10-03-2013,A,Real Madrid,Celta de Vigo,1-2,LW,61,0-1,Left-footed shot,Jose CallejÃ³n,0,A,Adelantar,61,2nd,Q2 2nd,13
614,Messi,12/13,UEFA Champions League,Round of 16,12-03-2013,H,FC Barcelona,AC Milan,4-0,CF,5,1-0,Left-footed shot,Xavi,0,H,Adelantar,5,1st,Q1 1st,13
615,Messi,12/13,UEFA Champions League,Round of 16,12-03-2013,H,FC Barcelona,AC Milan,4-0,CF,40,2-0,Left-footed shot,Andres Iniesta,0,H,Ampliar,40,1st,Q3 1st,13
616,CR7,12/13,LaLiga,28,16-03-2013,H,Real Madrid,RCD Mallorca,5-2,LW,52,2-2,Header,Mesut Ozil,0,H,Empatar,52,2nd,Q1 2nd,13
617,Messi,12/13,LaLiga,28,17-03-2013,H,FC Barcelona,Rayo Vallecano,3-1,CF,57,3-0,Left-footed shot,David Villa,0,H,Ampliar,57,2nd,Q1 2nd,13
618,Messi,12/13,LaLiga,28,17-03-2013,H,FC Barcelona,Rayo Vallecano,3-1,CF,40,2-0,Left-footed shot,David Villa,0,H,Ampliar,40,1st,Q3 1st,13
619,CR7,12/13,LaLiga,29,30-03-2013,A,Real Madrid,Real Zaragoza,1-1,LW,38,1-1,Long distance kick,,0,D,Empatar,38,1st,Q3 1st,13
620,Messi,12/13,LaLiga,29,30-03-2013,A,FC Barcelona,Celta de Vigo,2-2,CF,73,1-2,Left-footed shot,Cristian Tello,0,D,Adelantar,73,2nd,Q2 2nd,13
621,Messi,12/13,UEFA Champions League,Quarter-Finals,02-04-2013,A,FC Barcelona,Paris Saint-Germain,2-2,CF,38,0-1,Left-footed shot,Dani Alves,0,D,Adelantar,38,1st,Q3 1st,13
622,CR7,12/13,UEFA Champions League,Quarter-Finals,03-04-2013,H,Real Madrid,Galatasaray,3-0,LW,9,1-0,Left-footed shot,Mesut Ozil,0,H,Adelantar,9,1st,Q1 1st,13
623,CR7,12/13,LaLiga,30,06-04-2013,H,Real Madrid,Levante UD,5-1,CF,84,3-1,Right-footed shot,Gonzalo Higuain,0,H,Ampliar,84,2nd,Q3 2nd,13
624,CR7,12/13,UEFA Champions League,Quarter-Finals,09-04-2013,A,Real Madrid,Galatasaray,3-2,LW,90+2,3-2,Right-footed shot,Karim Benzema,0,H,Recortar,90,2nd,Q3 2nd,13
625,CR7,12/13,UEFA Champions League,Quarter-Finals,09-04-2013,A,Real Madrid,Galatasaray,3-2,LW,8,0-1,Right-footed shot,Sami Khedira,0,H,Adelantar,8,1st,Q1 1st,13
626,CR7,12/13,LaLiga,31,14-04-2013,A,Real Madrid,Athletic Bilbao,0-3,LW,68,0-2,Header,Xabi Alonso,0,A,Ampliar,68,2nd,Q2 2nd,13
627,CR7,12/13,LaLiga,31,14-04-2013,A,Real Madrid,Athletic Bilbao,0-3,LW,2,0-1,Direct free kick,,0,A,Adelantar,2,1st,Q1 1st,13
628,CR7,12/13,UEFA Champions League,Semi-Finals,24-04-2013,A,Real Madrid,Borussia Dortmund,4-1,LW,43,1-1,Right-footed shot,Gonzalo Higuain,0,H,Empatar,43,1st,Q3 1st,13
629,Messi,12/13,LaLiga,33,27-04-2013,A,FC Barcelona,Athletic Bilbao,2-2,CF,67,1-1,Left-footed shot,Thiago,0,D,Empatar,67,2nd,Q2 2nd,13
630,CR7,12/13,LaLiga,34,04-05-2013,H,Real Madrid,Real Valladolid CF,4-3,LW,70,4-2,Header,Mesut Ozil,0,H,Ampliar,70,2nd,Q2 2nd,13
631,CR7,12/13,LaLiga,34,04-05-2013,H,Real Madrid,Real Valladolid CF,4-3,LW,32,2-1,Header,Angel Di Maria,0,H,Adelantar,32,1st,Q3 1st,13
632,Messi,12/13,LaLiga,34,05-05-2013,H,FC Barcelona,Real Betis Balompie,4-2,CF,60,3-2,Direct free kick,,0,H,Adelantar,60,2nd,Q1 2nd,13
633,Messi,12/13,LaLiga,34,05-05-2013,H,FC Barcelona,Real Betis Balompie,4-2,CF,71,4-2,Left-footed shot,Alexis Sanchez,0,H,Ampliar,71,2nd,Q2 2nd,13
634,CR7,12/13,LaLiga,36,08-05-2013,H,Real Madrid,Malaga CF,6-2,LW,26,2-1,Right-footed shot,Xabi Alonso,0,H,Adelantar,26,1st,Q2 1st,13
635,CR7,12/13,Copa del Rey,Final,17-05-2013,A,Real Madrid,Atletico de Madrid,2-1 ,LW,14,0-1,Header,Luka Modric,1,H,Adelantar,14,1st,Q1 1st,13
636,Messi,13/14,LaLiga,1,18-08-2013,H,FC Barcelona,Levante UD,7-0,CF,13,2-0,Left-footed shot,Pedro,0,H,Ampliar,13,1st,Q1 1st,14
637,Messi,13/14,LaLiga,1,18-08-2013,H,FC Barcelona,Levante UD,7-0,CF,42,5-0,Penalty,,0,H,Ampliar,42,1st,Q3 1st,14
638,Messi,13/14,LaLiga,3,01-09-2013,A,FC Barcelona,Valencia CF,2-3,CF,41,0-3,Left-footed shot,Neymar,0,A,Ampliar,41,1st,Q3 1st,14
639,Messi,13/14,LaLiga,3,01-09-2013,A,FC Barcelona,Valencia CF,2-3,CF,39,0-2,Right-footed shot,Cesc Fabregas,0,A,Ampliar,39,1st,Q3 1st,14
